gid,code,ward,name,feature,fature_det,speciality,theme,type,address,phone,photo,the_geom
524,00-00-02-05,45,HANUMAN TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"APPM ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009F620C22F05C6141D6830960D85C3D41
525,00-00-03-09,11,RELIANCE GENERAL INSURANCE,OFFICE,INSURANCRE OFFICE,INSURANCRE OFFICE,,PRIVATE,"SOWBHAGYA NILAYAM, J.N.ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EB574BCDF95D61415FAC71CF97523D41
526,00-00-03-55,41,NADI JALA KALUSYA NIVARANA PADHKAM,TOILETS & BATH ROOM,,TOILETS,FACILITY,GOVERNMENT,"KOTILINGALA PETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CE59B56D8C5C614128F81464E2593D41
527,00-00-03-31,40,COMMUNITY HALL,COMMUNITY HALL,,FUNCTION HALL,ENTERTAINMENT,GOVERNMENT,"BRUHANNALAPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000AE8636D7C45C6141C278774462583D41
528,00-00-03-51,11,SRI SHYAMALAMBA MODEL SPECIAL MUNCIPAL CORPORAION P,SCHOOL,,T M PRIMARY SCHOOL,EDUCATION,GOVERNMENT,"V.L.PURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000ECC8AC73075E61418AC9BF7806503D41
529,00-00-03-05,7,SREYA MEDICAL SPECIALITY CENTRE,HOSPITAL,DR A.RAJASEKHAR,HOSPITAL,HEALTH,PRIVATE,"#46-12-19, GANDHIPARK MAIN ROAD,DANAVAIPETA, RAJAHMUNDRY.",0883-2437979,,0104000020E610000001000000010100000090DE7975415D61410FE0DCFF04533D41
530,00-00-03-05,7,PRASAD SUPER SPECALITY DENTAL HOSPITAL,HOSPITAL,"DR.V.RAMPRASAD(BDS), DR.V.HIMA BINDU (BDS)",DENTAL HOSPITAL,HEALTH,PRIVATE,"DANAVAIPETA, RAJAHMUNDRY.",0883-2471717,,0104000020E61000000100000001010000000991FC1F465D61416B368A3E4F523D41
531,00-00-03-27,7,HOONEYMEN HOMEO CONSULTENCY,CLINIC,"DR. N.B.R.SRIKANTH (BHMS), DR.A.RAVI RAJASEKHAR (BHMS)",HOMEO CLINIC,HEALTH,PRIVATE,"DAVAIPETA, RAJAHMUNDRY.","9885393553, 9440419123",,0104000020E610000001000000010100000017AC7CB7415D61410340B09622533D41
532,00-00-03-05,11,DR.VIJAYA EYE HOSPITAL,HOSPITAL,DR.S.VIJAYA(MS) ONGC PANEL HOSPITAL,EYE HOSPITAL,HEALTH,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A946D4AA025E6141BF60D4DC62523D41
533,00-00-03-52-01,2,SATYA MEDICAL SHOP,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"NARAYANAPURAM, RAJAHMUNDRY.",9849464377,,0104000020E6100000010000000101000000AE855E2E0F5E61418C4CFE75D7583D41
534,00-00-03-41,45,PUSTAKA NIKSHIPTA KENDRAM,LIBRARY,,LIBRARY,EDUCATION,GOVERNMENT,"GADIREDDY NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005F7F9435565D61412F47E889865E3D41
535,00-00-02-05,16,SRI SRI SRI VARA SIDHI VINAYAKA SWAMY VARI ALAYAM,TEMPLE,,GANESH TEMPLE,RELIGIOUS,PRIVATE,"HUKUM PETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A01C77CF935D61418032C11F4C493D41
536,00-00-03-27,2,KARUNA CLINIC,CLINIC,Dr.K.Phani (P.M.P),CLINIC,HEALTH,PRIVATE,"OPP. VAMBY COLONY, NARAYANAPURAM, RAJAHMUNDRY.",8500508229,,0104000020E6100000010000000101000000863ACF513C5E6141E22B0C5460573D41
537,00-00-03-51,11,SUDHA'S MULLARD TALENT SCHOOL,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"J.N.ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005256CDAE0B5E61418D3C175CA0513D41
538,00-00-03-09,2,FOREST COMPLEX,OFFICE,FAX: 0883-2476289,FOREST OFFICE,,GOVERNMENT,"NARAYANAPURAM, RAJAHMUNDRY.","0883-2444247, 2431260",,0104000020E6100000010000000101000000536D91738A5D6141170EBCF519563D41
539,00-00-02-05,2,BHADRAKAALISAMETA VEERABHADRUNI AALYAM,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"NARAYANAPURAM, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008D59F1252E5E61417A3D99F4E9573D41
540,00-00-03-22,11,HDFC BANK ATM,ATM,,ATM,FACILITY,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009A80185CFA5D6141973FB6BAAD513D41
541,00-00-02-02,2,CALWARY MUKTHI PRAYER HALL,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"NARAYANAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B94D5CCE145E6141827FBF5DD1583D41
542,00-00-03-51,11,EARLY BIRD,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"OPP. SAIBABA TEMPLE, TILAK ROAD, RAJAHMUNDRY.","0883-2467272, 2420612",,0104000020E6100000010000000101000000E7AD87CCF95D6141D33E42CDC4513D41
543,00-00-03-57,13,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 55,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#45-37-49, AMBEDKAR NAGAR-I, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B5BB22296C5D614194E1EFCB4E4F3D41
544,00-00-03-56,38,WATER TANK,WATER TANK,,WATER TANKS,INFRASTRUCTURE,GOVERNMENT,"SRI RAM NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000719C138DE45C614154E762BD14593D41
545,00-00-03-23,8,BANK OF BARODA,BANK,,BARODA BANK,FACILITY,PRIVATE,"PRAKASH NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B4BF31A3865D6141170852812C523D41
546,00-00-03-05,8,ADITYA HOSPITAL,HOSPITAL,,"GASTRO ENTROLOGY,SKIN SPECIALIST DR.SRINIVASARAO(M.S D.M)",HEALTH,PRIVATE,"NEAR GANDHI PARK,DANVAIPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001840BA025A5D614101AE812928523D41
547,00-00-03-09,38,E-SEVA KENDRAM,OFFICE,,COLLECTING BILLS,FACILITY,GOVERNMENT,"SRI RAMNAGR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005AADBD89E45C614120DDC16D2F593D41
548,00-00-03-31,13,COMMUNITY HALL,COMMUNITY HALL,MUNICIPAL CORPORATION OF RAJAHMUNDRY,COMMUNITY HALL,ENTERTAINMENT,GOVERNMENT,"AMBEDKAR NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C659648D6E5D614131EF6C1A984F3D41
549,00-00-03-09,11,"A.P.FOREST DEV.CORPN.LTD, OFFICE OF THE DIVISIONAL MANAGER",OFFICE,OFFICE OF THE DIVISIONAL MANAGER,DIVAISIONAL MANAGER OFFICE,,GOVERNMENT,"#80-27-12, I FLOOR, THOTA RAMULU NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F8E49FAAEA5D61419019C59B08533D41
550,00-00-03-51,11,LAUREL KIDS PRE SCHOOL,SCHOOL,,PRE SCHOOL,EDUCATION,PRIVATE,"#86-3-14/5, J.N.ROAD, RAJAHMUNDRY.",0883-2400435,,0104000020E6100000010000000101000000DE25F71B1A5E6141CAAB3661CE513D41
551,00-00-02-05,8,SRI PANDURANGA SWAMY TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"DANAVAIPETA PANDURANGA NAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000000221286555D614129CD63F8FF513D41
552,00-00-02-02,9,SHALOM WORSHIP CENTER OF NETANYA,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"TARAKARAMANAGAR, RAJAHMUNDRY",,,0104000020E6100000010000000101000000C7A683ACE75E614158E411E30D583D41
553,00-00-03-22,8,STATE BANK OF INDIA ATM,ATM,,ATM,FACILITY,GOVERNMENT,"DANAVAIPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004767FAB4785D6141785FB4B56B523D41
554,00-00-03-05,8,SNEHA HOSPITAL,HOSPITAL,,NERVOUS AND MENTAL DISEAS,HEALTH,PRIVATE,"NEAR PRAKASH NAGAR ROUND PARK, RAJAHMUNDRY.",0883-2468083,,0104000020E61000000100000001010000001BD958098F5D6141B824F2E1B0523D41
555,00-00-02-05,9,KODANDA RAMASWAMY TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"AVA ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002ED39AC8065E61419BFEBB7BFA533D41
556,00-00-03-22,5,ANDHRA BANK ATM,ATM,,AB ATM,FACILITY,GOVERNMENT,"DEVI CHOUK, RAJAHMUNDRY.",,,0104000020E610000001000000010100000071021D17115D61415534E3F93B543D41
557,00-00-03-09,38,INCOMETAX OFFICE,OFFICE,,INCOME TAX OFFICE,,GOVERNMENT,"NEAR KAMBALATANK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A0A4E59C175D6141A50F2D99F7553D41
558,00-00-03-43,5,BRAHMASRI MULUKUTLA ACHTUTA RAMAYYA RYTU BAZAR,MARKET,,VEGITABLE MARKET,SHOP,GOVERNMENT,"DEVI CHOUK, RAJAHMUNDRY.",,,0104000020E610000001000000010100000098DCFE420E5D61412221516332543D41
559,00-00-03-51,38,PRAGATHI LILLTE PUBLIC SCHOOL,SCHOOL,,EM HIGH SCHOOL,EDUCATION,PRIVATE,"SRI RAM NAGAR, RAJAHMUDRY.",,,0104000020E610000001000000010100000055F38227ED5C61413A72127C2D593D41
560,00-00-03-30,38,ORIENTAL DEGREE COLLEGE,COLLEGE,,DEGREE COLLEGE,EDUCATION,AIDED,"OPP.ANNAPURNA HOSPITAL, RAJAHMUNDRY.",,,0104000020E610000001000000010100000092D92466F45C6141F50C7A551F583D41
561,00-00-03-09,5,OFFICE OF PROHIBITION AND EXISE SUPERINTENDENT,OFFICE,,INSPECTION,,GOVERNMENT,"Y-JUNCTION, JAYAKRISHNAPURAM, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008A16763A545D6141A0D4EF1340553D41
562,00-00-03-52-01,7,APOLLO PHARMACY,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"GORAKSHNA PETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001BC2D7DC555D614109B3525BE2503D41
563,00-00-03-51,8,GEETAM FUN SCHOOL,SCHOOL,,CHILDRENS FUN SCHOOL,EDUCATION,PRIVATE,"GANDHI PURAM-III,A.V.APPA RAO ROAD, RAJAHMUNDRY.",0883-2440777,,0104000020E61000000100000001010000008155BAA5985D61419626069DB1513D41
564,00-00-03-22,5,STATE BANK OF INDIA ATM,ATM,,SBI BANK,FACILITY,PRIVATE,"Y-JUNCTION, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CB9418B04A5D61413551A755AB543D41
565,00-00-03-06,38,VAMBAY HOUSES,HOUSES,,COLONIES,RESIDENTIAL AREA,GOVERNMENT,"ADEMMADIBBA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009A1FE0A2FE5C614195923E51D2563D41
566,00-00-03-05-01,38,SV DATTATREYA AYURVEDHA HOSPITALS,HOSPITAL,,HOMEO MEDICAL SHOP,HEALTH,PRIVATE,"SEETAMPETA, RAJAHMUNDRY",,,0104000020E610000001000000010100000004CE9ED3D95C61415589F895F2573D41
567,00-00-03-05,7,RAJHMUNDRY  HOSPITALS,HOSPITAL,"DR.G.VEERABHADRA SWAMY (MBBS, DCH), DR.G.ANANTA LAKSHMI (MBBS DGO)",MATARNITY HOSPITAL,HEALTH,PRIVATE,"DAVAIPETA, RAJAHMUNDRY.",0883-2478932,,0104000020E6100000010000000101000000AD56C3A43A5D6141588A0A222D533D41
568,00-00-03-09,11,"SPECIAL COLLECTOR LAND ACQUISITION, INDIRA SAGAR PO",OFFICE,"LAND ACQUISITION, INDIRA SAGAR (POLAVARAM) PROJECT OFFICE",SPECIAL COLLECTOR OFFICE,,GOVERNMENT,"#86-1-4/1, J.N.ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000803476560B5E6141F9B6B26F8D523D41
569,00-00-03-51,7,"NARAYANA,IIT OLYMPIAD SCHOOL",SCHOOL,,OLYMPIAD SCHOOL,EDUCATION,PRIVATE,"#46-12-20/1,DAVAIPETA, RAJAHMUNDRY.",0883-2431366,,0104000020E6100000010000000101000000D04D733C425D614183179FA765533D41
570,00-00-03-09,11,REGIONAL VIGILANCE & ENFORCEMENT OFFICE,OFFICE,GAD,REGIONAL VIGILANCE & ENFORCEMENT OFFICE,INFRASTRUCTURE,GOVERNMENT,"TILAK ROAD, RAJAHMUNDRY.","0883-2463600, 2444085",,0104000020E61000000100000001010000002E80D55AFA5D6141BA430056A3513D41
571,00-00-03-28,9,RAJAHMUNDRY SPORTS CLUB,CLUB,,SPORTS,ENTERTAINMENT,PRIVATE,"AVA ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CE10320A595E6141FB9ACB5220553D41
572,00-00-03-09,30,BMPS,OFFICE,,PARCEL SERVICE,,PRIVATE,"GANTALAMMA TEMPLE ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000056F97E81C45C6141D3AF41ADA3513D41
573,00-00-02-05,11,SAIBABA TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000287364CEFF5D614116E03F23CD513D41
574,00-00-03-09,9,OFFICE OF TRAFFIC S.P.,OFFICE,,POLICE OFFICE,INFRASTRUCTURE,GOVERNMENT,"JN ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000028F0950F3B5E6141497EDF0DDE523D41
575,00-00-03-51,19,GAYATRI PUBLIC SCHOOL,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.","9390012079, 9989031709",,0104000020E6100000010000000101000000F85814305D5D61417920A0500E473D41
576,00-00-03-52-01,5,TAMMANA MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"KAMBALAPETA ,RAJAHMUNDRY.",,,0104000020E610000001000000010100000056A3AF0D155D614107B7537943543D41
577,00-00-02-02,19,THE BREAD OF LIFE CHURCH,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005D94DB885C5D6141DC98E42ED3463D41
578,00-00-03-09,16,MANAPPURAM GOLD LOAN,OFFICE,RTC COMPLEX BRANCH,FINANCE OFFICE,,PRIVATE,"TADI THOTA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008A78FF974A5D614123D4F313B14E3D41
579,00-00-03-22,5,ICICI BANK ATM,ATM,IN BPCL PETROL BUNK,ATM,FACILITY,PRIVATE,"KAMBALATANK, RAJAHMUNDRY",,,0104000020E61000000100000001010000003A0C22AC205D6141E3DFA898A0543D41
580,00-00-03-55,20,NADI JALA KALUSHYA NIVARANA KENDRAM,TOILETS & BATH ROOM,,BATH ROOM & TOILETS,FACILITY,PRIVATE,"GOWTAMI GHAT, RAJAHMUNDRY.",,,0104000020E610000001000000010100000022AA41D9F95C6141B4D37B869F4A3D41
581,00-00-02-02,5,YOUNG HOLY TEAM PRAYER TOWER,CHURCH,CHRISTIAN LIBARY,CHURCH,RELIGIOUS,PRIVATE,"KAMBALAPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004E79D66D255D614141C1DE7A92543D41
582,00-00-03-05,7,SRIDEVI CANCER NURSING,HOSPITAL,"DR. G.SRINIVAS(MS), DR.G.SRI DEVI (SRF)",CANCER HOSPITAL,HEALTH,PRIVATE,"DANAVAIPETA, RAJAHMUNDRY.","0883-2428055, 9440467297",,0104000020E6100000010000000101000000A003629E3F5D6141FB786937F0523D41
583,00-00-03-16,12,BSNL INSPECTION OFFICE,OFFICE,INSPECTION,TELEGRAPH OFFICE,INFRASTRUCTURE,GOVERNMENT,"VADREVU NAGAR, TILAK ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005D53045BEB5D614120730545E14F3D41
584,00-00-03-57,40,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"SITAMPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000036A6E275CA5C6141C1BF6F4EA7573D41
585,00-00-03-52-01,19,HEMA MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"#2-40-155, ALCOT GARDENS, RAJAHMUNDRY.",0883-657857,,0104000020E6100000010000000101000000A121A285625D6141C52C84E2FF463D41
587,00-00-03-51,19,NIRMAL AIDED SCHOOL,SCHOOL,,E M HIGH SCHOOL,EDUCATION,AIDED,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004C8BAF1E505D614182B55C2FCB473D41
588,00-00-03-27,11,SRI SAI EVENING CLINIC,CLINIC,DR.S.V.MALLIKHARJUNARAO (MBBS),CLINIC,HEALTH,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006AF67822FA5D6141379E2CE72D523D41
589,00-00-03-52-01,11,KAMAKSHI MEDICAL STORE,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"V.L.PURAM, RAJAHMUNDRY.",9391602557,,0104000020E610000001000000010100000088ADF35CFB5D61417CED81BF584F3D41
590,00-00-03-37,16,SRI RAMA ARTIFICIAL LIMB CENTRE,HEALTH,P.RAMA RAO,ARTIFICIAL LIMB CENTRE,HEALTH,PRIVATE,"#41-2-176/1, TADI THOTA, NEAR RAMA KRISHNA THEATRE, RAJAHMUNDRY.","9440339467, 0883-2467893",,0104000020E610000001000000010100000008A244D0295D6141D27B9E65794E3D41
591,00-00-03-62,20,SRI VYASASHRAMAM,ASHRAMAM,,ASHRAMAM,FACILITY,PRIVATE,"GOWTAMI GHAT, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FBDF0E74F05C6141C65C4DA38D4A3D41
592,00-00-03-23,11,THE ARYAPURAM CO-OPERATIVE URBAN BANK LTD,BANK,J.N.BRANCH,BANK,FACILITY,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",0883-2466084,,0104000020E61000000100000001010000008C6B8A35FA5D6141B6B04A8E9D513D41
593,00-00-03-09,11,RELIANCE MUTUAL FUND,OFFICE,,INSURANCE OFFICE,,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007D9FC18BF95D614159B44E140A523D41
594,00-00-03-09,40,FOREST OFFICER CHECK POST  LOGGING DIVISION,OFFICE,,OFFICE,,GOVERNMENT,"TIMBER YARD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000053A1545EA85C61414BC778F16A573D41
595,00-00-02-05,20,SRI RANGA DHAMAM,TEMPLE,SRI BHUNILLA SEMETA,RANGANATHA TEMPLE,RELIGIOUS,PRIVATE,"GOWTAMI GHAT, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B248AB9FF45C61415E2D1B77B04A3D41
596,00-00-02-05,26,SRIVARA LAKSHMI DEVI ALAYAM,TEMPLE,,LAKSHMI TEMPLE,RELIGIOUS,PRIVATE,"INNISPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000904FD2500D5D6141C36849B4144D3D41
597,00-00-03-52-01,2,SRI BHAVANI MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"#73-4-7, NARAYANAPURAM, RAJAHMUNDRY.",0883-24411173,,0104000020E6100000010000000101000000247D2B96195E61413AEAE5E711593D41
598,00-00-02-05,19,SRI LAKSHMI GANAPATHI MANDIRAM,TEMPLE,,GANESH TEMPLE,RELIGIOUS,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004E4CB200465D6141E72CAB1D61473D41
599,00-00-03-57,28,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 39,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#42-13-21, MANGALAVARAPU PETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001962F744015D6141C08F96D2F24E3D41
600,00-00-02-05,19,SRI KANNAMMA PERAMTALLA AMMAVARI DEVASTHANAM,TEMPLE,ENDOWMENTS,AMMAVARI TEMPLE,RELIGIOUS,GOVERNMENT,"ALCOT GARDENS, RAJHAMUNDRY.",,,0104000020E6100000010000000101000000341661325E5D6141D7C24A6A92473D41
601,00-00-03-09,6,CITY TRAFFIC POLICE STATION & CIRCLE OFFICE,OFFICE,TRAFFIC POLICE STATION,POLICE STATION,INFRASTRUCTURE,GOVERNMENT,"OPP. SWAMY THEATRE, RAJAHMUNDRY.","0883-2442953, 2468050",,0104000020E6100000010000000101000000AA234B721A5D614148F27858BC513D41
602,00-00-02-05,2,SRI SITAAMMAVARI ALAYAM,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"NARAYANAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000394AF7ED2C5E6141EE032DBDE8573D41
603,00-00-02-02,7,CHURCH,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"GORAKSHNA PETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F1CF5493575D61413F7EE294DE503D41
604,00-00-03-33,11,VADREVU VIJAYALAKSHMI FUNCTION HALL,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"#86-3-11, SHIRIDI SAI MARG, VADREVU NAGAR, MANTENA GARDENS, RAJAHMUNDY.",9490104976,,0104000020E610000001000000010100000000F5288B165E6141EAC027FF58513D41
605,00-00-03-51,7,SRI SOBHA PUBLIC SCHOOL,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"#46-13-25/1, MASJID STREET, DANAVAIPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000388E6637445D61417E3E37867B513D41
606,00-00-03-36,13,ALLURI SITARAMARAJU GYM,GYM,,GYM,HEALTH,PRIVATE,"GORAKSHNA PETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B46562EB735D61410B12C5D53F503D41
607,00-00-03-10-10,16,SRI VALLI BHAVYAJALI AUTO GAS FILLING STATION,GAS PUMP,MY GAZ,LPG BUNK (GAS BUNK),FACILITY,PRIVATE,"P.V.NAGAR SECOND STREET, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D7B80C8E5D5D614178426CBA624B3D41
608,00-00-03-52-02,2,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 96,RATION SHOP,SHOP,GOVERNMENT,"#73-12-12/2, NARAYANAPURAM, RAJAHMUNDY.",,,0104000020E610000001000000010100000075EF5CFA2F5E614195195E9BED573D41
609,00-00-02-05,2,SRI DANAVAIBABU NAGAMMATALLI AALAYAM,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"GOPALNAGARPUNTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D09D747C185E6141E607E66B7B563D41
610,00-00-03-51,26,CHANAKYA ENGLISH MEDIUM SCHOOL,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"INNISPETA, RAJAHMUNDRY.","0883-6666670, 9849299208",,0104000020E61000000100000001010000007B2A4204F95C61415E5B7B06204D3D41
611,00-00-03-05-01,11,SRI DENTAL HOSPITAL,HOSPITAL,,DENTAL HOSPITAL,HEALTH,PRIVATE,"BESIDE INNESPETA BANK, TILAK ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000077145577015E6141245BA19258513D41
612,00-00-03-02,11,MUNICIPAL CORPORAION HOMEOPATI DISPENSARY,HOSPITAL,,HOMEOPATI DISPENCARY,HEALTH,GOVERNMENT,"V.L.PURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C46518FB0B5E614193565FF8A74F3D41
613,00-00-03-51,2,SRI GNANAYOGA E.M. SCHOOL,SCHOOL,,E M PRIMARY & HIGH SCHOOL,EDUCATION,PRIVATE,"NARAYANAPURAM, RAJAHMUNDRY.",0883-3200112,,0104000020E6100000010000000101000000A1831197335E6141EFE49632C4573D41
614,00-00-03-27,11,SRIRAM CLINIC,CLINIC,DR.SIVARAMBABU,CLINIC,HEALTH,PRIVATE,"V.L.PURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F784CBA7145E614149C338CC4A4F3D41
615,00-00-03-46,11,SAMHITA NEWGEN CHILDRENS RECREATION PARK,PARK,,PARK,FACILITY,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000527C5026065E61411D3FB65312513D41
616,00-00-03-05,11,MADHAVI NURSING HOME,HOSPITAL,,HOSPITAL,HEALTH,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C1345A57FE5D61410512A40382513D41
617,00-00-03-30,7,SMT.ADDEPALLI MAHALAKSHMI DEVI B.ED COLLEGE FOR WOM,COLLEGE,,B.ED COLLEGE,EDUCATION,AIDED,"BESIDE DANAVAIPETA PARK, DANAVAIPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007FE22144475D614158A820CB98523D41
618,00-00-03-51,16,SRI SATYA SAI GURUKULAM,SCHOOL,,E M HIGH SCHOOL,EDUCATION,PRIVATE,"I.L.T.D.JUNCTION, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008D13AAD9B75D614147B81D13D9423D41
619,00-00-03-09,19,SANITARY INSPECTOR OFFICE,OFFICE,MUNICIPAL CORPORATION OF RAJAHMUNDRY,SANITARY INSPECTOR OFFICE,,GOVERNMENT,"ALCOT GARGENS, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008BB4AD9F3A5D6141370137E19A483D41
620,00-00-03-52-01,16,MAHIMA PHARMACY MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"SRI PURNA CHANDRA REDDY NILAYAM, BALAJI NAGAR, RAJAHMUNDRY.","9247080903, 8977475152",,0104000020E6100000010000000101000000CE806C67EC5D614138F06CB2CA443D41
621,00-00-03-29,41,JAWAHARLAL NEHRU INDUSTRIAL TRAINING CENTRE,COACHING CENTRE,,INDUSTRIAL TRAINING,EDUCATION,GOVERNMENT,"BESIDE RAJIVGANDHI COLLEGE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000DD1DAD74FB5C6141176C9B77195B3D41
622,00-00-03-27,5,VIJAYA HOMEO CLINIC,CLINIC,DR. CH.JAYALAKSHMI,HOMEO CLINIC,HEALTH,PRIVATE,"KAMBALA PETA, RAJAHMUNDRY.","9290449923, 9700733302",,0104000020E6100000010000000101000000B9F48FEC285D61416C6FEFB59E543D41
623,00-00-03-22,16,STATE BANK ATM,ATM,,SB ATM,FACILITY,GOVERNMENT,"SRI PURNA CHANDRA REDDY NILAYAM, BALAJI NAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000096ED13B6EE5D6141E3EDF43CBB443D41
624,00-00-03-52,2,"A.P.PRISONS, C.P [HORTICULTURE UNIT]",HORTICULTURE UNIT,SAILES CENTRE,NURSERY,SHOP,GOVERNMENT,"OPP. CTRI CENTRE, RAJAHMUNDRY.",,,0104000020E610000001000000010100000077BDFC4AFB5D6141EF8DE74F6C583D41
